,lang,baseline,intv_eng_Latn,intv_nld_Latn,intv_ind_Latn,intv_zsm_Latn,intv_vie_Latn,intv_jpn_Jpan,intv_zho_Hans
0,en,0,0.0,0.47058823529411764,0.3627450980392157,0.5294117647058824,0.23529411764705882,0.18627450980392157,0.7254901960784313
1,id,0,0.9607843137254902,0.43137254901960786,0.0,0.3627450980392157,0.2549019607843137,0.17647058823529413,0.9607843137254902
2,zh,0,0.7156862745098039,0.5196078431372549,0.35294117647058826,0.4411764705882353,0.29411764705882354,0.19607843137254902,0.0
