,lang,baseline,intv_eng_Latn,intv_nld_Latn,intv_ind_Latn,intv_zsm_Latn,intv_vie_Latn,intv_jpn_Jpan,intv_zho_Hans
0,en,0,0.0,0.38235294117647056,0.2647058823529412,0.22549019607843138,0.37254901960784315,0.0,0.19607843137254902
1,id,0,0.9803921568627451,0.8529411764705882,0.0,0.6568627450980392,0.9215686274509803,0.6764705882352942,0.803921568627451
2,zh,0,1.0,0.9215686274509803,0.9411764705882353,0.8823529411764706,0.9411764705882353,0.7745098039215687,0.0
