,lang,baseline,intv_eng_Latn,intv_nld_Latn,intv_ind_Latn,intv_zsm_Latn,intv_vie_Latn,intv_jpn_Jpan,intv_zho_Hans
0,en,0,0.0,0.9901960784313726,0.9901960784313726,0.9705882352941176,1.0,0.9803921568627451,1.0
1,id,0,1.0,1.0,0.0,0.8431372549019608,1.0,1.0,1.0
2,zh,0,0.9901960784313726,0.9803921568627451,0.9901960784313726,0.9411764705882353,0.9803921568627451,0.9705882352941176,0.0
