,lang,baseline,intv_eng_Latn,intv_nld_Latn,intv_ind_Latn,intv_zsm_Latn,intv_vie_Latn,intv_jpn_Jpan,intv_zho_Hans
0,en,0,0.0,0.9607843137254902,0.9705882352941176,0.9313725490196079,1.0,0.8921568627450981,0.9215686274509803
1,id,0,1.0,1.0,0.0,0.5098039215686274,1.0,0.9117647058823529,0.9803921568627451
2,zh,0,1.0,0.9607843137254902,0.9901960784313726,0.9607843137254902,0.9509803921568627,0.9705882352941176,0.0
