,lang,baseline,intv_eng_Latn,intv_nld_Latn,intv_ind_Latn,intv_zsm_Latn,intv_vie_Latn,intv_jpn_Jpan,intv_zho_Hans
0,en,0,0.0,0.43137254901960786,0.20588235294117646,0.24509803921568626,0.46078431372549017,0.13725490196078433,0.6274509803921569
1,id,0,0.9313725490196079,0.8333333333333334,0.0,0.43137254901960786,0.8333333333333334,0.696078431372549,0.9019607843137255
2,zh,0,1.0,0.9117647058823529,0.9411764705882353,0.9411764705882353,0.9313725490196079,0.7549019607843137,0.0
