,lang,baseline,intv_eng_Latn,intv_nld_Latn,intv_ind_Latn,intv_zsm_Latn,intv_vie_Latn,intv_jpn_Jpan,intv_zho_Hans
0,en,0,0.0,0.9803921568627451,0.9117647058823529,0.9803921568627451,1.0,0.9803921568627451,1.0
1,id,0,0.9705882352941176,0.9901960784313726,0.0,0.4411764705882353,1.0,0.9901960784313726,1.0
2,zh,0,0.9019607843137255,0.9509803921568627,0.8725490196078431,0.9705882352941176,0.9607843137254902,0.9215686274509803,0.0
