,lang,baseline,intv_eng_Latn,intv_nld_Latn,intv_ind_Latn,intv_zsm_Latn,intv_vie_Latn,intv_jpn_Jpan,intv_zho_Hans
0,en,0,0.0,0.6470588235294118,0.5294117647058824,0.37254901960784315,0.16666666666666666,0.11764705882352941,0.803921568627451
1,id,0,0.6764705882352942,0.5784313725490197,0.0,0.4215686274509804,0.10784313725490197,0.16666666666666666,0.8529411764705882
2,zh,0,0.49019607843137253,0.5882352941176471,0.5,0.30392156862745096,0.23529411764705882,0.18627450980392157,0.0
