,lang,baseline,intv_eng_Latn,intv_nld_Latn,intv_ind_Latn,intv_zsm_Latn,intv_vie_Latn,intv_jpn_Jpan,intv_zho_Hans
0,en,0,0.0,0.9803921568627451,0.9411764705882353,0.9803921568627451,1.0,0.9803921568627451,0.9901960784313726
1,id,0,0.9803921568627451,0.9901960784313726,0.0,0.5196078431372549,1.0,1.0,1.0
2,zh,0,0.8921568627450981,0.9509803921568627,0.8823529411764706,0.9509803921568627,0.9901960784313726,0.9313725490196079,0.0
