,lang,baseline,intv_eng_Latn,intv_nld_Latn,intv_ind_Latn,intv_zsm_Latn,intv_vie_Latn,intv_jpn_Jpan,intv_zho_Hans
0,en,0,0.0,0.37254901960784315,0.19607843137254902,0.21568627450980393,0.45098039215686275,0.1568627450980392,0.5686274509803921
1,id,0,0.9313725490196079,0.8431372549019608,0.0,0.4411764705882353,0.8235294117647058,0.7352941176470589,0.9117647058823529
2,zh,0,1.0,0.9411764705882353,0.9313725490196079,0.9215686274509803,0.9313725490196079,0.7549019607843137,0.0
