,lang,baseline,intv_eng_Latn,intv_nld_Latn,intv_ind_Latn,intv_zsm_Latn,intv_vie_Latn,intv_jpn_Jpan,intv_zho_Hans
0,en,0,0.0,0.12745098039215685,0.3235294117647059,0.0196078431372549,0.00980392156862745,0.029411764705882353,0.20588235294117646
1,id,0,0.11764705882352941,0.22549019607843138,0.0,0.4803921568627451,0.0,0.049019607843137254,0.17647058823529413
2,zh,0,0.24509803921568626,0.14705882352941177,0.37254901960784315,0.049019607843137254,0.049019607843137254,0.14705882352941177,0.0
