,lang,baseline,intv_eng_Latn,intv_nld_Latn,intv_ind_Latn,intv_zsm_Latn,intv_vie_Latn,intv_jpn_Jpan,intv_zho_Hans
0,en,0,0.0,0.3431372549019608,0.24509803921568626,0.21568627450980393,0.3627450980392157,0.0,0.1568627450980392
1,id,0,0.9803921568627451,0.8333333333333334,0.0,0.6274509803921569,0.8431372549019608,0.6862745098039216,0.7647058823529411
2,zh,0,1.0,0.9117647058823529,0.9411764705882353,0.8725490196078431,0.9215686274509803,0.7549019607843137,0.0
